"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"269","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658515028.48275,12,"a49fb69f4d3a6199275d7767d4b63679","Yes","Yes","NoMatch","Corrected"
"270","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658515354.10779,11,"28f354ca19553ea4d5a6de675deaea61","Yes","Yes","Inconclusive","Corrected"
"271","No","7.0","9 <br/> Extremely strong",70,100,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658516147.64344,10,"9e8a30769cb32650014a836ecaad2c02","Yes","Yes","Match","Corrected"
"272","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658517393.97133,12,"a2920a33e1b08548957d650beb901d58","Yes","Yes","NoMatch","Corrected"
"273","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658517657.78118,12,"52bb106e9aad802212ff017ab6a74181","Yes","Yes","NoMatch","Corrected"
"274","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658517845.5533,7,"205ab3a227ecd77c79c8510e7e09d5ad","Yes","No","Match","Corrected"
"275","No","3.0","3.0",20,20,"9mm","Moderately credible","Extremely credible","Weakly unreliable","Neither reliable nor unreliable","Neither reliable nor unreliable","Weakly scientific","Weakly scientific","Weakly scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658519018.31259,11,"71a75d30c4fedab776b18004336cb89e","Yes","Yes","Inconclusive","Corrected"
"276","No","6.0","7.0",65,70,"9mm","Moderately noncredible","Weakly credible","Weakly reliable","Neither reliable nor unreliable","Weakly reliable","Moderately scientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","5 <br/> I understood everything","Frequently","Moderately reliable","Moderately reliable","Moderately scientific","No","Erroneously convicting an innocent person",1658520478.07425,8,"38bd9c63e246f51ece7836badd162d1c","Yes","No","Inconclusive","Corrected"
"277","No","5 <br/> Moderately strong","7.0",50,70,"9mm","Neither credible nor noncredible","Neither credible nor noncredible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Moderately scientific","Moderately scientific","4.0","2.0","Frequently","Weakly reliable","Moderately reliable","Moderately scientific","No","The errors are equally bad",1658522419.38802,7,"a79ca0584d1b5c49639a9f8da592cc0b","Yes","No","Match","Corrected"
"278","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658632179.48252,9,"e65fa147bf9f1df88b79a695f23c75be","Yes","No","NoMatch","Corrected"
"279","No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,20,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658155183.58159,2,"06bd90e736b7fa0fc5e020f2054f08e5","No","No","Inconclusive","Uncorrected"
"280","No","2.0","2.0",10,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658155693.18471,3,"67aa1e9b1498ce5be88a400f84c03109","No","No","NoMatch","Uncorrected"
"281","No","8.0","8.0",90,90,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658155972.19278,1,"1cab966fb3dc150c4c65693ef5e71ca5","No","No","Match","Uncorrected"
"282","No","4.0","4.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156227.01693,5,"609422e9d3254f6bd03046a61803f861","No","Yes","Inconclusive","Uncorrected"
"283","Yes","7.0","9 <br/> Extremely strong",96,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156268.37832,1,"e21e063dd5e7b72cb985d49d4252424a","No","No","Match","Uncorrected"
"284","No","1 <br/> Not at all strong","1 <br/> Not at all strong",9,8,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156355.00133,5,"84d1eb12361a30d66a02c779e6d01613","No","Yes","Inconclusive","Uncorrected"
"285","No","5 <br/> Moderately strong","7.0",80,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156404.08533,4,"b4f0fd448b1309ea55a85b72b9355497","No","Yes","Match","Uncorrected"
"286","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156451.29346,2,"99e75bff8ae9af9101b5ca3a8442b5d4","No","No","Inconclusive","Uncorrected"
"287","Yes","5 <br/> Moderately strong","8.0",96,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156817.55376,1,"770ba921ab011e852867c4102d01561d","No","No","Match","Uncorrected"
"288","No","2.0","1 <br/> Not at all strong",20,23,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658157135.161,2,"e9a6a97d9a8a91a4b682dd7329ae25eb","No","No","Inconclusive","Uncorrected"
"289","No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658254109.69383,5,"9cbc93f0247f91aef7f57a6c508dd3eb","No","Yes","Inconclusive","Uncorrected"
"290","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658255070.64649,5,"501dc94d79deb9d07c3176258bd27acc","No","Yes","Inconclusive","Uncorrected"
"291","Yes","8.0","7.0",90,95,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely unscientific","Yes","The errors are equally bad",1658255465.64079,1,"141576d43808479b2c257f0c4484a7f5","No","No","Match","Uncorrected"
"292","No","3.0","2.0",10,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658255790.45775,3,"0db40b4cf90889876e0df6585988fbd3","No","No","NoMatch","Uncorrected"
"293","No","4.0","4.0",30,30,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658255859.9189,5,"3cfcb4f3a526ba113358568d5c765910","No","Yes","Inconclusive","Uncorrected"
"294","Yes","6.0","8.0",70,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658256240.68777,1,"9a6619e8b24be96768de5833cc1328ed","No","No","Match","Uncorrected"
"295","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658256463.91563,5,"2c1764a3ce379c93bccbc399d66483ea","No","Yes","Inconclusive","Uncorrected"
"296","No","7.0","7.0",97,97,"9mm","Weakly credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658258561.2568,1,"263910dcef76341007f8e06c726ed8e2","No","No","Match","Uncorrected"
"297","No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658258908.31399,2,"cee6a6db748d3ca0f9e6a5ba0319566b","No","No","Inconclusive","Uncorrected"
"298","No","5 <br/> Moderately strong","5 <br/> Moderately strong",88,88,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658259545.40457,4,"6409856ae269410ca57c8464d85ae898","No","Yes","Match","Uncorrected"
"299","No","6.0","1 <br/> Not at all strong",30,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259570.14095,2,"33455ac5c5095fb9d8c709542a723684","No","No","Inconclusive","Uncorrected"
"300","No","3.0","1 <br/> Not at all strong",20,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Never","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658259687.90003,3,"1de63e5f0c1f802c0a1617eb66878b8c","No","No","NoMatch","Uncorrected"
"301","No","4.0","2.0",50,39,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259781.45023,2,"b746dbefe3411e61e1d0de37907d8bac","No","No","Inconclusive","Uncorrected"
"302","Yes","8.0","9 <br/> Extremely strong",90,94,"9mm","Extremely noncredible",NA,NA,"Extremely unreliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","No","Erroneously convicting an innocent person",1658260212.08045,1,"0c3a2ded9be5aeb201bd77c30b76230f","No","No","Match","Uncorrected"
"303","No","3.0","3.0",50,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658260635.87206,2,"10b358f641cc227cea79f263a25c9eda","No","No","Inconclusive","Uncorrected"
"304","Yes","8.0","8.0",80,50,"9mm","Neither credible nor noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658260643.60763,1,"755487b12278814f8b394b722528b1c6","No","No","Match","Uncorrected"
"305","No","4.0","2.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Yes","The errors are equally bad",1658260894.54705,2,"552820bc7f7b286aaa763cfcfff5093f","No","No","Inconclusive","Uncorrected"
"306","No","6.0","8.0",85,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658261772.5636,1,"70f047293eeab875276c43754a0c0e66","No","No","Match","Uncorrected"
"307","No","3.0","1 <br/> Not at all strong",10,7,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658261824.69442,3,"b2dfffd8a116ef7503f6d9c33ad572d8","No","No","NoMatch","Uncorrected"
"308","No","3.0","8.0",60,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658261978.36277,4,"65a22e4152137c22e2090b78b9470372","No","Yes","Match","Uncorrected"
"309","Yes","8.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658262085.4396,1,"e564e8ae2a91e83d2eb2baf75fbf0384","No","No","Match","Uncorrected"
"310","No","7.0","7.0",75,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658262396.68955,1,"625b3f497f484b63750b5748418abe0a","No","No","Match","Uncorrected"
"311","Yes","8.0","9 <br/> Extremely strong",93,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658262422.70107,1,"4957363c2be17346550c399387edc34a","No","No","Match","Uncorrected"
"312","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658263779.28263,6,"d75f7d347b8969b595ae8a949f4c0bee","No","Yes","NoMatch","Uncorrected"
"313","No","3.0","3.0",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"52b0407d0c42c8cd3fa72fad7d74400b","No","Yes","NoMatch","Uncorrected"
"314","No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"52b0407d0c42c8cd3fa72fad7d74400b","No","Yes","NoMatch","Uncorrected"
"315","No","1 <br/> Not at all strong","2.0",15,30,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264464.21936,5,"8ce5e720650c2dbe7bb808882b33c1a7","No","Yes","Inconclusive","Uncorrected"
"316","No","3.0","2.0",30,14,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264503.75167,3,"e5708e26307a54468076c01436f84088","No","No","NoMatch","Uncorrected"
"317","Yes","8.0","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264620.23801,4,"c792afea0785320fd7ca4d08fc27e079","No","Yes","Match","Uncorrected"
"318","No","4.0","3.0",19,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264746.35245,2,"9da4a4d59c5df0fb35cedb11871b206d","No","No","Inconclusive","Uncorrected"
"319","Yes","6.0","7.0",90,96,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658264780.25125,1,"d2e08ba98377e9b1b6c32c6d80673efb","No","No","Match","Uncorrected"
"320","No","4.0","4.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264837.51499,5,"6831cd2c76e82038a34155d775852e96","No","Yes","Inconclusive","Uncorrected"
"321","No","5 <br/> Moderately strong","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264925.01087,1,"7804c5e4ab16ff5c5d504b3d360fd2cb","No","No","Match","Uncorrected"
"322","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,3,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658265465.67944,3,"fc2ce45c222ded9a56fb2f720df22584","No","No","NoMatch","Uncorrected"
"323","No","2.0","9 <br/> Extremely strong",39,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658265718.5803,4,"6e196d319f8bdb53c25b0c8c25fef212","No","Yes","Match","Uncorrected"
"324","No","1 <br/> Not at all strong","1 <br/> Not at all strong",4,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658265978.90301,3,"3499c550f2799efc9361048586e8376f","No","No","NoMatch","Uncorrected"
"325","Yes","8.0","8.0",96,95,"9mm","Neither credible nor noncredible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266065.60807,1,"06475dbfa98aee278e1b1bb181c6a939","No","No","Match","Uncorrected"
"326","No","1 <br/> Not at all strong","3.0",25,7,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658266552.18657,4,"6ec1b1c9266dcf252e5236d0bc404776","No","Yes","Match","Uncorrected"
"327","Yes","6.0","7.0",80,81,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266591.64038,2,"8889a076c45548132dfb788945425f38","No","No","Inconclusive","Uncorrected"
"328","No","3.0","1 <br/> Not at all strong",4,4,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266802.5815,3,"6ef6ae60e5543a620ff3bd865755cb7e","No","No","NoMatch","Uncorrected"
"329","No","4.0","4.0",45,45,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267056.95517,5,"5cc2a916198a8079e1556a82f4ebeb1e","No","Yes","Inconclusive","Uncorrected"
"330","No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267242.48961,6,"4eee6112c1a688ece3f12fff487e105e","No","Yes","NoMatch","Uncorrected"
"331","No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658267527.60231,6,"04fdfea89aa26371678380a6702b3aea","No","Yes","NoMatch","Uncorrected"
"332","No","4.0","8.0",90,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658267572.93933,4,"45bc2cef2623be90af501c342fe09fd7","No","Yes","Match","Uncorrected"
"333","No","2.0","2.0",10,9,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658270201.28872,3,"48e9fdd74931e927ca0af4791dc1ea79","No","No","NoMatch","Uncorrected"
"334","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658321686.28825,5,"7a2033d15fefe61ae35bd765c401303d","No","Yes","Inconclusive","Uncorrected"
"335","No","2.0","1 <br/> Not at all strong",10,9,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658321796.19075,2,"c61530964514909afc4e90c799f2caf8","No","No","Inconclusive","Uncorrected"
"336","Yes","3.0","8.0",80,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658321944.82678,4,"5822caf020846720765020aa313cfd62","No","Yes","Match","Uncorrected"
"337","No","7.0","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322189.78535,6,"8df406b3b6ee44f5cd82fd84c70f7c46","No","Yes","NoMatch","Uncorrected"
"338","No","5 <br/> Moderately strong","4.0",85,85,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658322314.55504,4,"2a851bbaa2f9d8908ac3baeb1266e941","No","Yes","Match","Uncorrected"
"339","No","5 <br/> Moderately strong","2.0",39,24,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322912.20153,6,"4b1f7e9e5c29642bb2c45e8f027effcf","No","Yes","NoMatch","Uncorrected"
"340","No","3.0","5 <br/> Moderately strong",60,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322913.88646,5,"7807df15790725c0862111e726ac5874","No","Yes","Inconclusive","Uncorrected"
"341","No","3.0","3.0",50,70,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323072.41903,4,"cdf2b9366787e7625b22167ebd420da7","No","Yes","Match","Uncorrected"
"342","No","4.0","8.0",55,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323085.34204,1,"3e12103e7e65ef7d753ca53b45921c35","No","No","Match","Uncorrected"
"343","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,30,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Weakly unscientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323166.02464,4,"58957e223b9a8d65be1069d46af8fd28","No","Yes","Match","Uncorrected"
