"","race","gender","age","income","gunown","guncomfort","time.x","conclusion.x","random_number","actual_time1","educ","vote","poli","arrest","state","jury","jurycrim","time.y","conclusion.y","actual_time2","guilty","strength","prob_hide","check","guilt_free_num","guilt_free_denom","innocent_free_num","innocent_free_denom","prob_vis","guilt_bet","innocent_bet","fixed_like","time.x.x","conclusion.x.x","page_count","opinion_guilt","open_info","actual_time3","order","time.y.y","conclusion.y.y","clean_prints","clean_id"
"104","White","Female","Over 65","More than $150,000","Yes","Extremely Comfortable",1685835450.32538,"NoMatch",0.897068770136684,"2023-06-03 18:37:30","Professional degree","Republican","Very Conservative","No","PA","Yes","Yes",1685835474.12156,"NoMatch","2023-06-03 18:37:54","No","1 <br/> Not at all strong",2,"9mm",1,1e+06,NA,NA,1,NA,50,"Impossible that he is guilty",1685836052.58063,"NoMatch",24,"No","I think he is innocent of firing the gun in the store","2023-06-03 18:47:32",5376142,1685835450.33182,"NoMatch",69,104
"105","Black or African American","Male","18 - 25","$100,000 - $149,999","No","Moderately Comfortable",1685835530.19617,"Match",0.412797750672325,"2023-06-03 18:38:50","Some college","No consistent preference","Middle of the Road","No","CA","No","N/A",1685835556.14548,"Match","2023-06-03 18:39:16","No","7",50,"9mm",NA,NA,20,100,86,25,NA,"About 9 chances in 10",1685836362.30578,"Match",24,"Yes","I have no strong feelings towards the defendant ","2023-06-03 18:52:42",7162534,1685835530.20789,"Match",183,219
"106","White","Female","36 - 45","$50,000 - $59,999","No","Extremely Uncomfortable",1685835548.38779,"NoMatch",0.702133792685345,"2023-06-03 18:39:08","Professional degree","Democratic","Very Liberal","No","OK","No","N/A",1685835574.07307,"NoMatch","2023-06-03 18:39:34","No","1 <br/> Not at all strong",2,"9mm",1,100,NA,NA,10,NA,100,"About 1 chance in 1,000",1685836111.76786,"NoMatch",24,"No","not guilty","2023-06-03 18:48:31",2471536,1685835548.39411,"NoMatch",127,130
"107","White","Female","56 - 65","$70,000 - $79,999","No","Slightly Uncomfortable",1685835637.22348,"Match",0.717746536945924,"2023-06-03 18:40:37","4 year degree","No consistent preference","Middle of the Road","No","AR","No","N/A",1685835671.21705,"Match","2023-06-03 18:41:11","No","7",50,"9mm",NA,NA,1,10,90,50,NA,"About 9 chances in 10",1685836355.79796,"Match",24,"Yes","There is very likely that the gun that was in Richard Cole's possession is the gun used in the attempted robbery of the the convenience store.","2023-06-03 18:52:35",1536724,1685835637.22955,"Match",145,266
"108","White","Female","36 - 45","$60,000 - $69,999","Yes","Neither Comfortable nor Uncomfortable",1685837024.24567,"Match",0.425399977015331,"2023-06-03 19:03:44","High school graduate","Democratic","Somewhat Liberal","No","MO","No","N/A",1685837037.74285,"Match","2023-06-03 19:03:57","Yes","8",99,"9mm",NA,NA,1,1e+12,96,50,NA,"About 9,999 chances in 10,000",1685837788.9734,"Match",24,"Yes","I think he fired the weapon in the business.","2023-06-03 19:16:28",4537162,1685837024.25987,"Match",195,5
"109","White","Female","46 - 55","$40,000 - $49,999","No","Slightly Comfortable",1685837048.97423,"Match",0.253653399180621,"2023-06-03 19:04:08","2 year degree","No consistent preference","Somewhat Conservative","No","PA","No","N/A",1685837071.1917,"Match","2023-06-03 19:04:31","Yes","8",94,"9mm",NA,NA,1,1000,90,30,NA,"Certain to be guilty",1685837730.29653,"Match",24,"Yes","I think he is guilty","2023-06-03 19:15:30",4315762,1685837048.98527,"Match",187,18
"110","White","Female","18 - 25","$30,000 - $39,999","No","Slightly Uncomfortable",1685837060.10064,"NoMatch",0.321576231857762,"2023-06-03 19:04:20","High school graduate","Democratic","Middle of the Road","Yes","VT","No","N/A",1685837102.0528,"NoMatch","2023-06-03 19:05:02","No","1 <br/> Not at all strong",4,"9mm",1,1000,NA,NA,10,NA,40,"About 1 chance in 1,000",1685837246.05554,"NoMatch",24,"No","not guilty","2023-06-03 19:07:26",6317542,1685837060.10682,"NoMatch",46,123
"111","White, Black or African American","Male","18 - 25","$20,000 - $29,999","No","Slightly Comfortable",1685838354.98967,"Match",0.807231766637415,"2023-06-03 19:25:54","High school graduate","No consistent preference","Somewhat Liberal","Yes","VA","No","N/A",1685838407.8251,"Match","2023-06-03 19:26:47","No","7",91,"9mm",NA,NA,1,10,90,40,NA,"About 9 chances in 10",1685839524.63439,"Match",24,"Yes","possibly guilty","2023-06-03 19:45:24",3721645,1685838354.99878,"Match",128,179
"112","White","Male","36 - 45","$40,000 - $49,999","No","Moderately Comfortable",1685838429.72394,"Match",0.242292360169813,"2023-06-03 19:27:09","Some college","Democratic","Very Liberal","Yes","KY","No","N/A",1685838467.08837,"Match","2023-06-03 19:27:47","Yes","5 <br/> Moderately strong",83,"9mm",NA,NA,1,10000,87,50,NA,"About 9 chances in 10",1685839008.1298,"Match",24,"Yes","He's guilty. ","2023-06-03 19:36:48",7625413,1685838429.73855,"Match",94,39
"113","White","Male","26 - 35","$100,000 - $149,999","No","Slightly Comfortable",1685838820.79046,"NoMatch",0.102178820641711,"2023-06-03 19:33:40","Some college","Democratic","Very Liberal","No","VA","No","N/A",1685838844.4461,"NoMatch","2023-06-03 19:34:04","No","1 <br/> Not at all strong",1,"9mm",1,10000,NA,NA,1,NA,25,"About 1 chance in 10,000",1685839423.25703,"NoMatch",24,"No","I think based only on the evidence I've seen, that the defendant is not guilty","2023-06-03 19:43:43",4316275,1685838820.79681,"NoMatch",233,134
"114","White","Female","56 - 65","More than $150,000","Yes","Extremely Uncomfortable",1685839700.24211,"Match",0.357335744425654,"2023-06-03 19:48:20","Doctorate","Democratic","Very Liberal","Yes","TN","No","N/A",1685839721.07208,"Match","2023-06-03 19:48:41","No","5 <br/> Moderately strong",88,"9mm",NA,NA,1,1,90,50,NA,"About 9 chances in 10",1685840400.6574,"Match",24,"Yes","The defendant had the firearm that was 99% likely to have been used to shoot into the ceiling of the convenience store.","2023-06-03 20:00:00",1462735,1685839700.25452,"Match",149,232
"115","White","Female","36 - 45","$50,000 - $59,999","No","Extremely Uncomfortable",1685839712.85666,"NoMatch",0.843147673644125,"2023-06-03 19:48:32","High school graduate","Democratic","Very Liberal","Yes","FL","Yes","Yes",1685839728.69572,"NoMatch","2023-06-03 19:48:48","No","1 <br/> Not at all strong",2,"9mm",1,1000,NA,NA,0,NA,50,"About 1 chance in 1,000",1685840279.87312,"NoMatch",24,"No","I think he is not guilty.","2023-06-03 19:57:59",3526471,1685839712.86289,"NoMatch",39,263
"116","Asian","Female","36 - 45","$60,000 - $69,999","No","Moderately Uncomfortable",1685839722.54475,"Match",0.130856759380549,"2023-06-03 19:48:42","Doctorate","Democratic","Very Liberal","No","IN","No","N/A",1685839739.05027,"Match","2023-06-03 19:48:59","No","5 <br/> Moderately strong",50,"9mm",1,3,NA,NA,55,NA,25,"About 1 chance in 10",1685840374.31724,"Match",24,"No","I don't have any strong thoughts about the defendant","2023-06-03 19:59:34",6274531,1685839722.55677,"Match",12,120
"117","White","Female","18 - 25","$100,000 - $149,999","No","Extremely Uncomfortable",1685840582.25307,"NoMatch",0.342818421544507,"2023-06-03 20:03:02","Some college","Democratic","Somewhat Liberal","No","NC","No","N/A",1685840608.02372,"NoMatch","2023-06-03 20:03:28","No","4",18,"9mm",1,20,NA,NA,20,NA,45,"About 1 chance in 100",1685841473.57999,"NoMatch",24,"No","I think he is innocent; many people own firearms and some are similar. The area that they live in also heavily influences the probability of what type of gun is owned and IF a gun is owned","2023-06-03 20:17:53",2736451,1685840582.26634,"NoMatch",88,240
"118","White","Female","56 - 65","More than $150,000","No","Neither Comfortable nor Uncomfortable",1685840744.14035,"Match",0.81748227449134,"2023-06-03 20:05:44","Doctorate","Democratic","Very Liberal","No","IL","Yes","Yes",1685840768.67627,"Match","2023-06-03 20:06:08","No","5 <br/> Moderately strong",72,"9mm",NA,NA,1,70,77,35,NA,"About 9 chances in 10",1685841499.90208,"Match",24,"Yes","I have little to no opinion about the defendant. He probably owns the gun that fired the bullet, but he might not have been the one who fired it. But of course since it's his gun, there's a good chance it was him.","2023-06-03 20:18:19",2174536,1685840744.14734,"Match",114,6
"119","White","Male","36 - 45","Less than $10,000","No","Slightly Comfortable",1685840973.02065,"Match",0.477778398199007,"2023-06-03 20:09:33","High school graduate","Democratic","Somewhat Liberal","Yes","UT","No","N/A",1685841004.46779,"Match","2023-06-03 20:10:04","No","3",50,"9mm",NA,NA,1,2,50,25,NA,"1 chance in 2 (fifty-fifty chance)",1685841591.71352,"Match",24,"Yes","I have no opinion concerning the defendant, aside from there being no evidence that supports him being the person who fired the gun.","2023-06-03 20:19:51",2167435,1685840973.02698,"Match",171,146
"120","White","Female","26 - 35","$50,000 - $59,999","No","Moderately Comfortable",1685841346.69968,"NoMatch",0.945016779238358,"2023-06-03 20:15:46","2 year degree","Democratic","Very Liberal","No","CA","No","N/A",1685841387.3754,"NoMatch","2023-06-03 20:16:27","No","3",6,"9mm",1,1000,NA,NA,10,NA,48,"About 1 chance in 1,000",1685841793.01269,"NoMatch",24,"No","I think the defendant, Richard Cole, did not fire a gun inside a convenience store","2023-06-03 20:23:13",7413625,1685841346.71142,"NoMatch",64,172
"121","White","Female","26 - 35","More than $150,000","No","Neither Comfortable nor Uncomfortable",1685842071.55431,"NoMatch",0.788357951212674,"2023-06-03 20:27:51","Professional degree","Democratic","Somewhat Liberal","Yes","GA","No","N/A",1685842072.76585,"NoMatch","2023-06-03 20:27:52","No","6",71,"9mm",NA,NA,7.5,10,70,35,NA,"About 9 chances in 10",1685842234.94076,"NoMatch",24,"Yes","I believe he is guilty of firing the gun in the store","2023-06-03 20:30:34",3642715,1685842071.56966,"NoMatch",124,163
"122","White","Female","46 - 55","$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",1685842090.86742,"NoMatch",0.769955137977377,"2023-06-03 20:28:10","4 year degree","Democratic","Very Liberal","No","CA","No","N/A",1685842108.97629,"NoMatch","2023-06-03 20:28:28","No","1 <br/> Not at all strong",2,"9mm",3,100,NA,NA,3,NA,50,"About 1 chance in 10,000",1685842986.44064,"NoMatch",24,"No","I think he is likely innocent, at least by this evidence.","2023-06-03 20:43:06",7146352,1685842090.87952,"NoMatch",122,43
"123","White","Female","36 - 45","$50,000 - $59,999","No","Slightly Comfortable",1685842104.03216,"NoMatch",0.21991978189908,"2023-06-03 20:28:24","4 year degree","Democratic","Middle of the Road","Yes","SC","No","N/A",1685842120.06465,"NoMatch","2023-06-03 20:28:40","No","3",8,"9mm",1,1000,NA,NA,10,NA,NA,"About 1 chance in 1,000",1685842466.32895,"NoMatch",24,"No","That it seems like his gun wasn't the one used.","2023-06-03 20:34:26",6724135,1685842104.0388,"NoMatch",23,160
"124","White","Female","18 - 25","$10,000 - $19,999","No","Extremely Uncomfortable",1685842459.66651,"Match",0.455261389259249,"2023-06-03 20:34:19","4 year degree","Democratic","Very Liberal","No","CA","No","N/A",1685842473.76569,"Match","2023-06-03 20:34:33","No","6",29,"9mm",1,10,NA,NA,27,NA,35,"About 1 chance in 10",1685842970.30066,"Match",24,"No","I'm not fully convinced he is guilty","2023-06-03 20:42:50",4763125,1685842459.678,"Match",160,159
"125","White","Male","46 - 55","$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1685843123.61853,"NoMatch",0.261360528413206,"2023-06-03 20:45:23","Some college","Republican","Somewhat Conservative","No","NJ","No","N/A",1685843144.624,"NoMatch","2023-06-03 20:45:44","No","2",2,"9mm",3,1000,NA,NA,2,NA,50,"About 1 chance in 1,000",1685843637.17404,"NoMatch",24,"No","Not guilty","2023-06-03 20:53:57",1572643,1685843123.63183,"NoMatch",133,119
"126","White, American Indian or Alaska Native, Hispanic","Male","26 - 35","$10,000 - $19,999","No","Moderately Uncomfortable",1685843131.19281,"Match",0.440942724235356,"2023-06-03 20:45:31","High school graduate","Democratic","Very Liberal","Yes","CO","Yes","Yes",1685843143.36654,"Match","2023-06-03 20:45:43","No","1 <br/> Not at all strong",19,"9mm",1,1000,NA,NA,50,NA,50,"About 1 chance in 1,000",1685843632.32133,"Match",24,"No","I believe that I haven't been presented any compelling evidence that would indicate guilt. Everything presented thus far doesn't place him in the store beyond any reasonable doubt. ","2023-06-03 20:53:52",7531264,1685843131.20511,"Match",135,239
"127","White","Female","46 - 55","$90,000 - $99,999","Yes","Slightly Comfortable",1685843148.00476,"Match",0.647208751412109,"2023-06-03 20:45:48","4 year degree","Republican","Somewhat Conservative","No","TN","No","N/A",1685843179.34556,"Match","2023-06-03 20:46:19","No","7",75,"9mm",NA,NA,1,90,90,40,NA,"1 chance in 2 (fifty-fifty chance)",1685843730.9183,"Match",24,"Yes","It looks like he might be guilty of the crime. ","2023-06-03 20:55:30",2573146,1685843148.01628,"Match",50,11
"128","White","Female","46 - 55","$40,000 - $49,999","Yes","Extremely Comfortable",1685843444.72814,"NoMatch",0.0343913594260812,"2023-06-03 20:50:44","2 year degree","Republican","Somewhat Conservative","No","SC","No","N/A",1685843475.18884,"NoMatch","2023-06-03 20:51:15","No","1 <br/> Not at all strong",0,"9mm",1,1e+13,NA,NA,0,NA,50,"Impossible that he is guilty",1685843641.13244,"NoMatch",24,"No","Innocent","2023-06-03 20:54:01",3574261,1685843444.73953,"NoMatch",68,259
"129","White","Male","36 - 45","$40,000 - $49,999","No","Moderately Uncomfortable",1685843990.51374,"NoMatch",0.460599934449419,"2023-06-03 20:59:50","Professional degree","Democratic","Very Liberal","No","MO","No","N/A",1685844002.77269,"NoMatch","2023-06-03 21:00:02","No","1 <br/> Not at all strong",2,"22mm",1,1000,NA,NA,2,NA,50,"About 1 chance in 1,000",1685844273.55495,"NoMatch",24,"No","not guilty","2023-06-03 21:04:33",6213475,1685843990.52846,"NoMatch",232,177
"130","White","Female","26 - 35","$20,000 - $29,999","No","Extremely Uncomfortable",1685844265.08275,"NoMatch",0.00864212261512876,"2023-06-03 21:04:25","4 year degree","Democratic","Very Liberal","No","MN","No","N/A",1685844280.25181,"NoMatch","2023-06-03 21:04:40","No","3",20,"9mm",1,60,NA,NA,29,NA,50,"About 1 chance in 100",1685844667.95683,"NoMatch",24,"No","That he is innocent","2023-06-03 21:11:07",2163754,1685844265.09463,"NoMatch",2,167
"131","White","Male","26 - 35","$10,000 - $19,999","No","Moderately Comfortable",1685844510.24894,"Match",0.142379137454554,"2023-06-03 21:08:30","2 year degree","Republican","Middle of the Road","No","NY","No","N/A",1685844538.82875,"Match","2023-06-03 21:08:58","No","7",97,"9mm",NA,NA,1,10,90,30,NA,"About 1 chance in 10",1685845475.02634,"Match",24,"Yes","It seems reasonable to assume that his firearm was used in the attempted robbery. Without an alibi and lacking forensic evidence to support his 'not guilty' plea (ie: fingerprints belonging to someone else on his firearm), the defendant himself seems guilty.","2023-06-03 21:24:35",5427163,1685844510.26023,"Match",233,221
"132","White","Male","46 - 55","$70,000 - $79,999","No","Moderately Uncomfortable",1685846036.90941,"NoMatch",0.2224275842309,"2023-06-03 21:33:56","Professional degree","Democratic","Somewhat Liberal","No","OH","No","N/A",1685846054.82335,"NoMatch","2023-06-03 21:34:14","No","1 <br/> Not at all strong",1,"9mm",1,50,NA,NA,5,NA,50,"About 1 chance in 100",1685846453.63966,"NoMatch",24,"No","I think he is most likely innocent","2023-06-03 21:40:53",6274351,1685846036.92797,"NoMatch",48,224
"133","White","Male","36 - 45","$10,000 - $19,999","No","Moderately Comfortable",1685846038.94907,"Match",0.199030114570633,"2023-06-03 21:33:58","High school graduate","Democratic","Somewhat Liberal","No","IL","No","N/A",1685846052.2203,"Match","2023-06-03 21:34:12","Yes","8",97,"9mm",NA,NA,1,90,92,40,NA,"About 9 chances in 10",1685846814.35698,"Match",24,"Yes","I think the defendant is very likely to be guilty based on the testimony of the firearms examiner.","2023-06-03 21:46:54",5426173,1685846038.95548,"Match",233,10
"134","White","Male","26 - 35","$30,000 - $39,999","Yes","Moderately Comfortable",1685846044.04879,"NoMatch",0.496067355386913,"2023-06-03 21:34:04","Some college","Democratic","Very Liberal","Yes","NJ","No","N/A",1685846063.93236,"NoMatch","2023-06-03 21:34:23","No","1 <br/> Not at all strong",1,"9mm",1,200,NA,NA,1,NA,50,"About 1 chance in 1,000",1685846558.46765,"NoMatch",24,"No","I think he is innocent, as the firearms expert explained that the bullet from the scene and the bullet test-fired from the gun retrieved were not fired from the same gun. ""Significant disagreement""","2023-06-03 21:42:38",2513476,1685846044.05902,"NoMatch",233,9
"135","White","Male","36 - 45","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",1685846062.58851,"NoMatch",0.972800535615534,"2023-06-03 21:34:22","4 year degree","Democratic","Somewhat Liberal","Yes","TN","No","N/A",1685846092.45201,"NoMatch","2023-06-03 21:34:52","No","5 <br/> Moderately strong",38,"9mm",1,5,NA,NA,36,NA,10,"1 chance in 2 (fifty-fifty chance)",1685846433.65047,"NoMatch",24,"No","He may be innocent.","2023-06-03 21:40:33",4162735,1685846062.60203,"NoMatch",30,64
"136","White","Male","56 - 65","$30,000 - $39,999","Yes","Moderately Comfortable",1685846063.39414,"Match",0.713278530165553,"2023-06-03 21:34:23","High school graduate","Democratic","Middle of the Road","No","NC","Yes","Yes",1685846090.63473,"Match","2023-06-03 21:34:50","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,100,99,50,NA,"About 99 chances in 100",1685846562.20818,"Match",24,"Yes","I think he is guilty","2023-06-03 21:42:42",1673452,1685846063.4013,"Match",53,257
"137","White","Male","26 - 35","$100,000 - $149,999","Yes","Moderately Comfortable",1685846084.78752,"NoMatch",0.524295778246596,"2023-06-03 21:34:44","2 year degree","No consistent preference","Middle of the Road","No","WA","No","N/A",1685846101.63523,"NoMatch","2023-06-03 21:35:01","No","2",36,"9mm",1,100,NA,NA,24,NA,50,"About 1 chance in 100",1685846806.00533,"NoMatch",24,"No","He didn't do it","2023-06-03 21:46:46",2435716,1685846084.79978,"NoMatch",72,222
"138","White","Female","36 - 45","$50,000 - $59,999","Yes","Moderately Comfortable",1685846090.09888,"Match",0.45466694352217,"2023-06-03 21:34:50","4 year degree","Republican","Somewhat Conservative","Yes","CA","No","N/A",1685846107.78712,"Match","2023-06-03 21:35:07","Yes","5 <br/> Moderately strong",66,"9mm",NA,NA,10,100,80,40,NA,"About 9,999 chances in 10,000",1685846800.10197,"Match",24,"Yes","GUILTY ","2023-06-03 21:46:40",1247536,1685846090.1072,"Match",26,72
"139","Black or African American","Female","36 - 45","$70,000 - $79,999","Yes","Slightly Comfortable",1685846340.57898,"Match",0.217716161627322,"2023-06-03 21:39:00","4 year degree","Republican","Somewhat Conservative","No","WA","No","N/A",1685846354.0369,"Match","2023-06-03 21:39:14","No","2",50,"9mm",1,2,NA,NA,50,NA,25,"1 chance in 2 (fifty-fifty chance)",1685846943.59822,"Match",24,"No","I think that Richard Cole may or may not have fired the shot the evidence is not completely compelling yet","2023-06-03 21:49:03",6157342,1685846340.59069,"Match",110,201
"140","Black or African American","Female","36 - 45","$80,000 - $89,999","No","Slightly Uncomfortable",1685847681.58429,"NoMatch",0.632034565322101,"2023-06-03 22:01:21","2 year degree","Democratic","Somewhat Liberal","No","WA","No","N/A",1685847709.73614,"NoMatch","2023-06-03 22:01:49","No","3",70,"9mm",NA,NA,1,10,50,5,NA,"1 chance in 2 (fifty-fifty chance)",1685848113.67172,"NoMatch",24,"Yes","He may be innocent ","2023-06-03 22:08:33",3641257,1685847681.59056,"NoMatch",148,150
"141","White","Male","36 - 45","$40,000 - $49,999","No","Moderately Uncomfortable",1685847927.05952,"Match",0.527111575240269,"2023-06-03 22:05:27","4 year degree","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1685847974.46397,"Match","2023-06-03 22:06:14","No","5 <br/> Moderately strong",77,"9mm",NA,NA,1,10,80,50,NA,"About 9 chances in 10",1685849368.23673,"Match",24,"Yes","The evidence suggests that Cole's gun was fired at the scene of the crime, which makes it more likely than not the defendant was the man who shot the gun.","2023-06-03 22:29:28",5426731,1685847927.06943,"Match",112,142
"142","White","Male","36 - 45","$50,000 - $59,999","Yes","Extremely Comfortable",1685848001.29389,"Match",0.953391121700406,"2023-06-03 22:06:41","4 year degree","No consistent preference","Somewhat Conservative","No","MI","No","N/A",1685848025.71916,"Match","2023-06-03 22:07:05","No","4",37,"9mm",1,3,NA,NA,25,NA,50,"1 chance in 2 (fifty-fifty chance)",1685849001.82694,"Match",24,"No","A lot about him is up in the air. I know nothing of his character. He apparently has a bit of a lead foot and has a gun. ","2023-06-03 22:23:21",7345162,1685848001.30564,"Match",233,50
"143","American Indian or Alaska Native, Hispanic","Female","56 - 65","$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1685849068.55482,"NoMatch",0.936788714258,"2023-06-03 22:24:28","4 year degree","Democratic","Somewhat Liberal","No","CA","No","N/A",1685849086.96278,"NoMatch","2023-06-03 22:24:46","No","2",1,"9mm",1,10000,NA,NA,1,NA,50,"About 1 chance in 10,000",1685851096.39748,"NoMatch",24,"No","I think that he probably isn't guilty of firing a gun in the convenience store. ","2023-06-03 22:58:16",7134625,1685849068.56658,"NoMatch",1,22
"144","White","Female","Over 65","$30,000 - $39,999","No","Extremely Uncomfortable",1685849100.41734,"NoMatch",0.205283716553822,"2023-06-03 22:25:00","4 year degree","Democratic","Very Liberal","No","OR","No","N/A",1685849134.07544,"NoMatch","2023-06-03 22:25:34","No","1 <br/> Not at all strong",1,"9mm",2.6,100,NA,NA,1,NA,50,"About 1 chance in 100",1685850679.50486,"NoMatch",24,"No","I think he is innocent of the charge","2023-06-03 22:51:19",1245763,1685849100.42977,"NoMatch",42,23
"145","White","Male","46 - 55","More than $150,000","Yes","Moderately Comfortable",1685849312.34996,"NoMatch",0.491010390222073,"2023-06-03 22:28:32","4 year degree","Democratic","Somewhat Liberal","No","UT","No","N/A",1685849353.71656,"NoMatch","2023-06-03 22:29:13","No","1 <br/> Not at all strong",1,"9mm",3,100,NA,NA,3,NA,50,"About 1 chance in 1,000",1685849912.88602,"NoMatch",24,"No","I believe that the defendant is innocent, in that his gun did not fire the bullet in the convenience store.","2023-06-03 22:38:32",3614572,1685849312.35636,"NoMatch",200,254
"146","White","Female","36 - 45","$50,000 - $59,999","No","Moderately Uncomfortable",1685849368.00861,"Match",0.495473619550467,"2023-06-03 22:29:28","Some college","Democratic","Very Liberal","Yes","IL","No","N/A",1685849408.88623,"Match","2023-06-03 22:30:08","No","4",76,"22mm",1,15,NA,NA,80,NA,30,"About 1 chance in 10",1685850749.28515,"Match",24,"No","I don't think there is sufficient evidence against him and I would like to know what gave the officer cause to confiscate the firearm","2023-06-03 22:52:29",4376152,1685849368.02074,"Match",219,46
"147","White","Male","46 - 55","$80,000 - $89,999","No","Extremely Uncomfortable",1685850584.63438,"NoMatch",0.607903138035908,"2023-06-03 22:49:44","4 year degree","Democratic","Very Liberal","Yes","NY","No","N/A",1685850620.01953,"NoMatch","2023-06-03 22:50:20","No","1 <br/> Not at all strong",2,"9mm",3,100,NA,NA,3,NA,50,"About 1 chance in 10",1685851294.10408,"NoMatch",24,"No","He's not guilty ","2023-06-03 23:01:34",2537641,1685850584.64647,"NoMatch",116,139
"148","Black or African American","Female","26 - 35","$50,000 - $59,999","No","Slightly Uncomfortable",1685851335.41207,"NoMatch",0.966369280125946,"2023-06-03 23:02:15","Professional degree","Democratic","Very Liberal","No","GA","No","N/A",1685851360.536,"NoMatch","2023-06-03 23:02:40","No","1 <br/> Not at all strong",1,"9mm",1,1e+09,NA,NA,2,NA,40,"About 1 chance in 10,000",1685852565.96493,"NoMatch",24,"No","I think the defendant is right to plead not guilty because that's what he is. I think he is an innocent man that was unfairly profiled. ","2023-06-03 23:22:45",6152743,1685851335.42428,"NoMatch",198,157
"149","White","Male","36 - 45","$10,000 - $19,999","No","Moderately Uncomfortable",1685851588.73538,"NoMatch",0.606620805803686,"2023-06-03 23:06:28","High school graduate","Democratic","Somewhat Liberal","Yes","WA","No","N/A",1685851605.36476,"NoMatch","2023-06-03 23:06:45","No","1 <br/> Not at all strong",1,"9mm",1,1e+05,NA,NA,1,NA,50,"About 1 chance in 10,000",1685851926.42736,"NoMatch",24,"No","There's no evidence that he did anything.","2023-06-03 23:12:06",3752614,1685851588.74141,"NoMatch",217,20
"150","Black or African American","Male","26 - 35","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",1685852493.34182,"NoMatch",0.620042767841369,"2023-06-03 23:21:33","4 year degree","Republican","Very Conservative","No","NY","No","N/A",1685852691.56633,"NoMatch","2023-06-03 23:24:51","No","7",42,"9mm",1,2.7,NA,NA,41,NA,NA,"About 1 chance in 100",1685853900.82173,"NoMatch",24,"No","He is innocent","2023-06-03 23:45:00",2715436,1685852493.3587,"NoMatch",113,216
"151","Black or African American","Female","26 - 35","$40,000 - $49,999","No","Slightly Uncomfortable",1685853045.18091,"NoMatch",0.323352414416149,"2023-06-03 23:30:45","Some college","No consistent preference","Middle of the Road","No","GA","No","N/A",1685853085.05827,"NoMatch","2023-06-03 23:31:25","No","1 <br/> Not at all strong",2,"9mm",1,1000,NA,NA,3,NA,50,"About 1 chance in 1,000",1685854019.72341,"NoMatch",24,"No","I think that the defendant may be innocent because there is no substantial evidence to show that he was at the convenience store, nor is there any evidence that his gun was the gun fired at the convenience store ","2023-06-03 23:46:59",4215367,1685853045.19283,"NoMatch",139,124
"152","White","Female","36 - 45","$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1685853549.55435,"Match",0.470467405859381,"2023-06-03 23:39:09","Some college","Republican","Somewhat Conservative","Yes","KY","No","N/A",1685853568.86296,"Match","2023-06-03 23:39:28","No","3",9,"9mm",1,1000,NA,NA,10,NA,50,"About 1 chance in 1,000",1685854596.4263,"Match",24,"No","I can't say anything about the character of the man. Nothing was said toward it.  IF he was the robber I could, but that's not proven","2023-06-03 23:56:36",4673152,1685853549.56061,"Match",189,181
"153","White","Male","26 - 35","$30,000 - $39,999","No","Moderately Comfortable",1685855507.84068,"NoMatch",0.911199877038598,"2023-06-04 00:11:47","High school graduate","Democratic","Somewhat Liberal","Yes","SC","No","N/A",1685855543.12722,"NoMatch","2023-06-04 00:12:23","No","1 <br/> Not at all strong",0,"9mm",1,1e+06,NA,NA,0,NA,50,"Impossible that he is guilty",1685856228.79114,"NoMatch",24,"No","I believe that the defendant is not guilty.","2023-06-04 00:23:48",2513674,1685855507.85508,"NoMatch",115,226
"154","White","Female","36 - 45","$30,000 - $39,999","No","Slightly Uncomfortable",1685855601.59093,"NoMatch",0.0328626097179949,"2023-06-04 00:13:21","4 year degree","Republican","Somewhat Conservative","No","TN","No","N/A",1685855629.69376,"NoMatch","2023-06-04 00:13:49","No","1 <br/> Not at all strong",1,"9mm",2,100,NA,NA,2,NA,50,"About 1 chance in 1,000",1685856655.34243,"NoMatch",24,"No","I think hes innocent and his gun didn't fire the bullet Recovered at the Convenience store ","2023-06-04 00:30:55",2136457,1685855601.59724,"NoMatch",155,60
"155","White","Female","36 - 45","$60,000 - $69,999","Yes","Extremely Comfortable",1685858113.82945,"Match",0.164066917030141,"2023-06-04 00:55:13","Some college","No consistent preference","Middle of the Road","Yes","OK","No","N/A",1685858139.29964,"Match","2023-06-04 00:55:39","No","7",94,"9mm",NA,NA,5,100,95,50,NA,"About 1 chance in 10",1685858848.3454,"Match",24,"Yes","I don't think anything about the defendant. I think that the bullet was probably shot from his gun but wouldn't have any way of knowing that it was him who shot it, and if so, what the reason was for him shooting it. ","2023-06-04 01:07:28",6254173,1685858113.83605,"Match",130,36
