"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"289",273,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658517657.78118,12,"Yes","Yes","NoMatch","Corrected",201
"290",274,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658517845.5533,7,"Yes","No","Match","Corrected",90
"291",275,"No","3.0","3.0",20,20,"9mm","Moderately credible","Extremely credible","Weakly unreliable","Neither reliable nor unreliable","Neither reliable nor unreliable","Weakly scientific","Weakly scientific","Weakly scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658519018.31259,11,"Yes","Yes","Inconclusive","Corrected",281
"292",276,"No","6.0","7.0",65,70,"9mm","Moderately noncredible","Weakly credible","Weakly reliable","Neither reliable nor unreliable","Weakly reliable","Moderately scientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","5 <br/> I understood everything","Frequently","Moderately reliable","Moderately reliable","Moderately scientific","No","Erroneously convicting an innocent person",1658520478.07425,8,"Yes","No","Inconclusive","Corrected",145
"293",276,"No","6.0","7.0",65,70,"9mm","Moderately noncredible","Weakly credible","Weakly reliable","Neither reliable nor unreliable","Weakly reliable","Moderately scientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","5 <br/> I understood everything","Frequently","Moderately reliable","Moderately reliable","Moderately scientific","No","Erroneously convicting an innocent person",1658520478.07425,8,"Yes","No","Inconclusive","Corrected",145
"294",276,"No","6.0","7.0",65,70,"9mm","Moderately noncredible","Weakly credible","Weakly reliable","Neither reliable nor unreliable","Weakly reliable","Moderately scientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","5 <br/> I understood everything","Frequently","Moderately reliable","Moderately reliable","Moderately scientific","No","Erroneously convicting an innocent person",1658520478.07425,8,"Yes","No","Inconclusive","Corrected",145
"295",277,"No","5 <br/> Moderately strong","7.0",50,70,"9mm","Neither credible nor noncredible","Neither credible nor noncredible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Moderately scientific","Moderately scientific","4.0","2.0","Frequently","Weakly reliable","Moderately reliable","Moderately scientific","No","The errors are equally bad",1658522419.38802,7,"Yes","No","Match","Corrected",420
"296",278,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658632179.48252,9,"Yes","No","NoMatch","Corrected",566
"297",279,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,20,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658155183.58159,2,"No","No","Inconclusive","Uncorrected",19
"298",279,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,20,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658155183.58159,2,"No","No","Inconclusive","Uncorrected",19
"299",280,"No","2.0","2.0",10,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658155693.18471,3,"No","No","NoMatch","Uncorrected",251
"300",281,"No","8.0","8.0",90,90,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658155972.19278,1,"No","No","Match","Uncorrected",81
"301",282,"No","4.0","4.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156227.01693,5,"No","Yes","Inconclusive","Uncorrected",233
"302",282,"No","4.0","4.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156227.01693,5,"No","Yes","Inconclusive","Uncorrected",233
"303",282,"No","4.0","4.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156227.01693,5,"No","Yes","Inconclusive","Uncorrected",233
"304",283,"Yes","7.0","9 <br/> Extremely strong",96,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156268.37832,1,"No","No","Match","Uncorrected",550
"305",284,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",9,8,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156355.00133,5,"No","Yes","Inconclusive","Uncorrected",330
"306",285,"No","5 <br/> Moderately strong","7.0",80,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156404.08533,4,"No","Yes","Match","Uncorrected",465
"307",286,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156451.29346,2,"No","No","Inconclusive","Uncorrected",372
"308",287,"Yes","5 <br/> Moderately strong","8.0",96,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156817.55376,1,"No","No","Match","Uncorrected",298
"309",288,"No","2.0","1 <br/> Not at all strong",20,23,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658157135.161,2,"No","No","Inconclusive","Uncorrected",577
"310",289,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658254109.69383,5,"No","Yes","Inconclusive","Uncorrected",382
"311",290,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658255070.64649,5,"No","Yes","Inconclusive","Uncorrected",190
"312",291,"Yes","8.0","7.0",90,95,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely unscientific","Yes","The errors are equally bad",1658255465.64079,1,"No","No","Match","Uncorrected",59
"313",292,"No","3.0","2.0",10,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658255790.45775,3,"No","No","NoMatch","Uncorrected",41
"314",293,"No","4.0","4.0",30,30,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658255859.9189,5,"No","Yes","Inconclusive","Uncorrected",150
"315",294,"Yes","6.0","8.0",70,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658256240.68777,1,"No","No","Match","Uncorrected",374
"316",295,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658256463.91563,5,"No","Yes","Inconclusive","Uncorrected",117
"317",296,"No","7.0","7.0",97,97,"9mm","Weakly credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658258561.2568,1,"No","No","Match","Uncorrected",105
"318",296,"No","7.0","7.0",97,97,"9mm","Weakly credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658258561.2568,1,"No","No","Match","Uncorrected",105
"319",297,"No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658258908.31399,2,"No","No","Inconclusive","Uncorrected",509
"320",298,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",88,88,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658259545.40457,4,"No","Yes","Match","Uncorrected",239
"321",299,"No","6.0","1 <br/> Not at all strong",30,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259570.14095,2,"No","No","Inconclusive","Uncorrected",132
"322",300,"No","3.0","1 <br/> Not at all strong",20,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Never","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658259687.90003,3,"No","No","NoMatch","Uncorrected",85
"323",301,"No","4.0","2.0",50,39,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259781.45023,2,"No","No","Inconclusive","Uncorrected",474
"324",302,"Yes","8.0","9 <br/> Extremely strong",90,94,"9mm","Extremely noncredible",NA,NA,"Extremely unreliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","No","Erroneously convicting an innocent person",1658260212.08045,1,"No","No","Match","Uncorrected",34
"325",303,"No","3.0","3.0",50,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658260635.87206,2,"No","No","Inconclusive","Uncorrected",51
"326",304,"Yes","8.0","8.0",80,50,"9mm","Neither credible nor noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658260643.60763,1,"No","No","Match","Uncorrected",292
"327",305,"No","4.0","2.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Yes","The errors are equally bad",1658260894.54705,2,"No","No","Inconclusive","Uncorrected",206
"328",306,"No","6.0","8.0",85,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658261772.5636,1,"No","No","Match","Uncorrected",279
"329",307,"No","3.0","1 <br/> Not at all strong",10,7,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658261824.69442,3,"No","No","NoMatch","Uncorrected",457
"330",308,"No","3.0","8.0",60,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658261978.36277,4,"No","Yes","Match","Uncorrected",244
"331",309,"Yes","8.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658262085.4396,1,"No","No","Match","Uncorrected",563
"332",310,"No","7.0","7.0",75,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658262396.68955,1,"No","No","Match","Uncorrected",235
"333",310,"No","7.0","7.0",75,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658262396.68955,1,"No","No","Match","Uncorrected",235
"334",311,"Yes","8.0","9 <br/> Extremely strong",93,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658262422.70107,1,"No","No","Match","Uncorrected",177
"335",312,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658263779.28263,6,"No","Yes","NoMatch","Uncorrected",532
"336",313,"No","3.0","3.0",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"No","Yes","NoMatch","Uncorrected",200
"337",314,"No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"No","Yes","NoMatch","Uncorrected",200
"338",315,"No","1 <br/> Not at all strong","2.0",15,30,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264464.21936,5,"No","Yes","Inconclusive","Uncorrected",343
"339",316,"No","3.0","2.0",30,14,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264503.75167,3,"No","No","NoMatch","Uncorrected",564
"340",317,"Yes","8.0","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264620.23801,4,"No","Yes","Match","Uncorrected",497
"341",318,"No","4.0","3.0",19,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264746.35245,2,"No","No","Inconclusive","Uncorrected",383
"342",319,"Yes","6.0","7.0",90,96,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658264780.25125,1,"No","No","Match","Uncorrected",521
"343",320,"No","4.0","4.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264837.51499,5,"No","Yes","Inconclusive","Uncorrected",254
"344",320,"No","4.0","4.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264837.51499,5,"No","Yes","Inconclusive","Uncorrected",254
"345",320,"No","4.0","4.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264837.51499,5,"No","Yes","Inconclusive","Uncorrected",254
"346",321,"No","5 <br/> Moderately strong","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264925.01087,1,"No","No","Match","Uncorrected",304
"347",322,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,3,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658265465.67944,3,"No","No","NoMatch","Uncorrected",611
"348",323,"No","2.0","9 <br/> Extremely strong",39,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658265718.5803,4,"No","Yes","Match","Uncorrected",269
"349",324,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",4,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658265978.90301,3,"No","No","NoMatch","Uncorrected",135
"350",325,"Yes","8.0","8.0",96,95,"9mm","Neither credible nor noncredible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266065.60807,1,"No","No","Match","Uncorrected",17
"351",326,"No","1 <br/> Not at all strong","3.0",25,7,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658266552.18657,4,"No","Yes","Match","Uncorrected",273
"352",327,"Yes","6.0","7.0",80,81,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266591.64038,2,"No","No","Inconclusive","Uncorrected",335
"353",328,"No","3.0","1 <br/> Not at all strong",4,4,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266802.5815,3,"No","No","NoMatch","Uncorrected",274
"354",329,"No","4.0","4.0",45,45,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267056.95517,5,"No","Yes","Inconclusive","Uncorrected",226
"355",330,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267242.48961,6,"No","Yes","NoMatch","Uncorrected",189
"356",331,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658267527.60231,6,"No","Yes","NoMatch","Uncorrected",11
"357",332,"No","4.0","8.0",90,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658267572.93933,4,"No","Yes","Match","Uncorrected",167
"358",333,"No","2.0","2.0",10,9,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658270201.28872,3,"No","No","NoMatch","Uncorrected",176
"359",334,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658321686.28825,5,"No","Yes","Inconclusive","Uncorrected",311
"360",335,"No","2.0","1 <br/> Not at all strong",10,9,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658321796.19075,2,"No","No","Inconclusive","Uncorrected",494
"361",336,"Yes","3.0","8.0",80,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658321944.82678,4,"No","Yes","Match","Uncorrected",216
"362",337,"No","7.0","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322189.78535,6,"No","Yes","NoMatch","Uncorrected",346
"363",338,"No","5 <br/> Moderately strong","4.0",85,85,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658322314.55504,4,"No","Yes","Match","Uncorrected",112
"364",339,"No","5 <br/> Moderately strong","2.0",39,24,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322912.20153,6,"No","Yes","NoMatch","Uncorrected",182
"365",340,"No","3.0","5 <br/> Moderately strong",60,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322913.88646,5,"No","Yes","Inconclusive","Uncorrected",305
"366",341,"No","3.0","3.0",50,70,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323072.41903,4,"No","Yes","Match","Uncorrected",506
"367",342,"No","4.0","8.0",55,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323085.34204,1,"No","No","Match","Uncorrected",152
"368",343,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,30,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Weakly unscientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323166.02464,4,"No","Yes","Match","Uncorrected",217
"369",344,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658323805.77884,6,"No","Yes","NoMatch","Uncorrected",404
"370",345,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658323908.39962,4,"No","Yes","Match","Uncorrected",484
"371",346,"No","2.0","2.0",5,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323935.36258,6,"No","Yes","NoMatch","Uncorrected",572
"372",347,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658324324.9505,3,"No","No","NoMatch","Uncorrected",256
