"","gender","age","income","gunown","guncomfort","page.x","time.x","randomnumber","start_time","conclusion","education","vote","political","arrest","state","jury","crimejury","page.y","time.y","convict","def_comment","guilt_opinion","betting","hidden_probability","chances_fixed","evidence_strength","numeric_chance","check","visible_probability"
"147","Man","26 - 35","$40,000 - $49,999","No","Moderately Comfortable",2,"1706537403.94976",69.9350226670504,"1706537377.66093","NoMatch","Some college","No consistent preference","Middle of the Road","No","MI","No","N/A",4,"1706537418.70242","No","I believe he is innocent","No","50","3","About 1 chance in 100","1 Not at all strong","guilty,1,100","9mm","2"
"148","Man","18 - 25","$20,000 - $29,999","No","Moderately Comfortable",2,"1706537996.60397",7.87775455974042,"1706537935.19765","NoMatch","4 year degree","Republican","Middle of the Road","No","IA","No","N/A",3,"1706538016.90159","No","I think they are still guilty for what they did in the continent store, but they might have had a different gun since they ended up not being the same","Yes","45","94","About 9,999 chances in 10,000","7","guilty,1,1","9mm","86"
"149","Man","26 - 35","$30,000 - $39,999","No","Slightly Comfortable",2,"1706538086.66629",83.4173656068742,"1706538061.10012","NoMatch","Professional degree","Democratic","Very Liberal","No","PA","No","N/A",3,"1706538110.41462","No","I do not think he fired the weapon in the store, the examiner noted a difference in bullet patterns.","No","50","2","About 1 chance in 10,000","2","guilty,1,10000","9mm","3"
"150","Man","26 - 35","$70,000 - $79,999","Yes","Extremely Comfortable",2,"1706538127.86284",1.09144567977637,"1706538089.14129","Match","Some college","Republican","Very Conservative","No","TX","No","N/A",3,"1706538255.89403","No","I think the defendant had a gun that was used in the robbery and that the defendant speeds while driving, but I'm not sure it was the defendant that pulled the trigger or committed the robbery.","Yes","25","59","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","guilty,60,100","9mm","60"
"151","Other/non-binary","36 - 45","$20,000 - $29,999","No","Moderately Comfortable",2,"1706538971.29578",22.9622402461246,"1706538926.92668","NoMatch","4 year degree","No consistent preference","Very Liberal","Yes","MO","No","N/A",3,"1706538995.12951","No","I don't have much perceptions of the defendant other than there's not really any evidence to prove beyond a shadow of a doubt that they were the one who shot the bullet into the ceiling.","No","30","12","About 1 chance in 1,000","1 Not at all strong","innocent,1.8,2","9mm","6"
"152","Man","46 - 55","$90,000 - $99,999","Yes","Slightly Comfortable",2,"1706539059.76312",50.0824098940939,"1706539024.99264","NoMatch","4 year degree","Republican","Middle of the Road","No","IL","No","N/A",3,"1706539088.39024","No","I think the defendant just went through a highly emotional trial with a crucial piece of evidence supporting him. I feel bad for him.","No","50","1","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","1"
"153","Woman","36 - 45","$30,000 - $39,999","Yes","Neither Comfortable nor Uncomfortable",2,"1706539156.87665",19.7591619798914,"1706539118.78057","NoMatch","4 year degree","No consistent preference","Middle of the Road","No","PA","No","N/A",3,"1706539184.46855","No","he was propbably framed","No","45","25","About 1 chance in 10,000","2","guilty,1,1000","9mm","19"
"154","Man","36 - 45","More than $150,000","No","Slightly Uncomfortable",2,"1706540568.56821",94.625012925826,"1706540544.23308","NoMatch","Professional degree","Democratic","Very Liberal","No","NH","Yes","No",3,"1706540586.06259","No","I have no thoughts specifically about the defendant.","No","40","12","About 1 chance in 100","3","guilty,2,100","9mm","3"
"155","Man","26 - 35","$40,000 - $49,999","No","Moderately Comfortable",2,"1706540749.76505",50.6178273819387,"1706540717.07845","Match","Some college","Democratic","Middle of the Road","Yes","OR","Yes","Yes",3,"1706540776.14342","Yes","Honestly, it's hard to say, because this is the only evidence we can go off of. ","Yes","50","78","About 9 chances in 10","6","innocent,1,10","9mm","70"
"156","Woman","26 - 35","$70,000 - $79,999","No","Moderately Uncomfortable",2,"1706541697.17751",7.50029515475035,"1706541652.16434","Match","4 year degree","Democratic","Somewhat Liberal","Yes","FL","No","N/A",3,"1706541719.56908","No","I think it's possibly that he's guilty, but I would desire more evidence connecting him to the crime. It's hard to say anything else about Mr. Smith, since he didn't say much in the discussions provided.","No","25","44","1 chance in 2 (fifty-fifty chance)","4","guilty,4,10","9mm","50"
"157","Man","26 - 35","$90,000 - $99,999","Yes","Neither Comfortable nor Uncomfortable",2,"1706541730.62931",64.0407540136948,"1706541701.22964","NoMatch","4 year degree","Republican","Middle of the Road","No","OH","No","N/A",3,"1706541749.96064","No","I am not sure if the defandant committed this crime. Perhaps he owns multiple firearms. However it seems the firearm found with him was not used in this crime so there is no evidence to support he is guilty","No","15","14","About 1 chance in 10","2","guilty,1,5","9mm","23"
"158","Woman","26 - 35","$100,000 - $149,999","No","Slightly Comfortable",2,"1706542425.34543",69.1226843977347,"1706542404.84067","NoMatch","4 year degree","Republican","Very Conservative","No","NV","No","N/A",3,"1706542452.21184","No","I am not certain the person was him both given the opinion witness and the fact that it was mentioned that a ski mask was worn. ","No","40","24","1 chance in 2 (fifty-fifty chance)","3","innocent,60,100","9mm","30"
"159","Man","26 - 35","More than $150,000","No","Moderately Uncomfortable",2,"1706542822.54099",22.2247932571918,"1706542806.02329","NoMatch","Doctorate","Democratic","Very Liberal","No","OR","No","N/A",3,"1706542843.68165","No","I think he was in the wrong place wrong time and his gun was not the gun that was used in the attempted robbery","No","40","14","About 1 chance in 100","2","innocent,4,5","9mm","4"
"160","Man","46 - 55","More than $150,000","No","Extremely Comfortable",2,"1706542938.18744",31.9966447539628,"1706542912.33866","NoMatch","Doctorate","Republican","Somewhat Conservative","No","OH","Yes","Yes",3,"1706542961.46009","No","he was mis-charged, or at least the weapon found in car was not used in the mentioned crime.","No","50","1","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","1"
"161","Man","46 - 55","$60,000 - $69,999","No","Extremely Uncomfortable",2,"1706542966.76093",2.84112219233066,"1706542900.48379","Match","4 year degree","Democratic","Somewhat Liberal","No","VA","No","N/A",3,"1706542999.20971","Yes","I think he is guilty of the crime and should be punished.  I'm glad he did not in the end hurt anyone, but if he was willing to go this far this time, how far would he be willing to go next time.","Yes","50","100","Certain to be guilty","9 Extremely strong","guilty,100,100","9mm","100"
"162","Woman","18 - 25","$100,000 - $149,999","No","Moderately Comfortable",2,"1706543011.27172",46.3897295761853,"1706542939.01543","Match","Some college","Republican","Somewhat Conservative","No","CA","No","N/A",3,"1706543065.39147","No","I think it is possible that the defendant could have fired the gun but it is just circumstantial evidence. More evidence would need to be provided to prove beyond a reasonable doubt that Richard Cole is guiilty of discharging a firearm in a place of business.","Yes","40","81","About 9 chances in 10","2","innocent,2,10","9mm","80"
"163","Woman","56 - 65","$20,000 - $29,999","No","Slightly Comfortable",2,"1706543940.57455",82.2552708443254,"1706543899.89298","Match","Some college","Republican","Somewhat Conservative","Yes","MN","No","No",3,"1706543973.40902","Yes","I think he would try to commit another robbery","Yes","50","92","About 9,999 chances in 10,000","8","innocent,1,100","9mm","96"
"164","Man","56 - 65","More than $150,000","Yes","Extremely Comfortable",2,"1706544362.17254",9.74247516132891,"1706544300.73768","Match","Some college","Republican","Somewhat Conservative","Yes","FL","Yes","Yes",3,"1706544394.02402","No","He was in possession of his personally owned firearm that was used in the crime, however there is no evidence that he is the person who committed the crime.","No","5","91","About 9 chances in 10","5 Moderately strong","innocent,1,10","9mm","90"
"165","Man","18 - 25","$60,000 - $69,999","Yes","Moderately Comfortable",2,"1706544505.48504",12.5993824098259,"1706544488.99484","NoMatch","4 year degree","No consistent preference","Somewhat Conservative","No","TX","No","N/A",3,"1706544518.03395","Yes","He is guilty.","Yes","45","99","About 999 chances in 1,000","9 Extremely strong","guilty,99,100","9mm","99"
"166","Woman","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706545115.61693",23.0342943686992,"1706545066.95963","NoMatch","4 year degree","Democratic","Somewhat Liberal","No","PA","No","N/A",3,"1706545158.59886","No","I think that he had a firearm that he was legally allowed to carry that just happened to be the same as the firearm used in an attempted robbery. He may be guilty but I don't think that it was proven beyond a reasonable doubt.  ","No","25","50","1 chance in 2 (fifty-fifty chance)","1 Not at all strong","guilty,5,10","9mm","50"
"167","Man","18 - 25","$70,000 - $79,999","No","Slightly Comfortable",2,"1706545164.67628",78.4214643761516,"1706545127.98989","NoMatch","4 year degree","No consistent preference","Middle of the Road","No","WV","No","N/A",3,"1706545184.12789","No","I think the defendant is innocent based on the information provided in the trial","No","50","0","Impossible that he is guilty","1 Not at all strong","guilty,0,100","9mm","0"
"168","Woman","18 - 25","$30,000 - $39,999","No","Slightly Uncomfortable",2,"1706546362.77936",66.4813436800614,"1706546334.03296","NoMatch","4 year degree","Democratic","Very Liberal","No","CO","No","N/A",3,"1706546380.29867","No","he is not guilty","No","50","3","About 1 chance in 10,000","1 Not at all strong","innocent,85,100","9mm","4"
"169","Woman","46 - 55","$80,000 - $89,999","No","Extremely Uncomfortable",2,"1706546461.30226",95.0999494176358,"1706546434.32791","Match","Some college","Democratic","Very Liberal","Yes","PA","No","N/A",3,"1706546480.83061","No","I have no information about the defendant other than he was found with a registered gun in his car. That does not prove he committed the crime.","Yes","50","78","About 9 chances in 10","4","innocent,25,100","9mm","79"
"170","Woman","Over 65","$50,000 - $59,999","Yes","Moderately Comfortable",2,"1706546623.52859",93.1455731624737,"1706546580.37724","NoMatch","High school graduate","Republican","Somewhat Conservative","No","TN","Yes","Yes",3,"1706546655.69718","No","I feel as though the defendant cannot be charged in this case.  There was no eye-witness and according to a firearms expert, the bullet found at the scene did not match the bullet found in the vehicle.","No","50","17","About 1 chance in 1,000","2","guilty,1,1000","9mm","4"
"171","Man","18 - 25","More than $150,000","Yes","Extremely Comfortable",2,"1706547455.59059",29.6853644773364,"1706547407.13253","NoMatch","High school graduate","Republican","Somewhat Conservative","Yes","GA","No","N/A",3,"1706547488.95718","No","It sounds like he didn't do it. ","No","50","6","About 1 chance in 100","2","innocent,5,100","9mm","5"
"172","Woman","56 - 65","$70,000 - $79,999","No","Extremely Uncomfortable",2,"1706547704.25686",29.5702743344009,"1706547657.8139","Match","4 year degree","Republican","Somewhat Conservative","Yes","OH","No","N/A",3,"1706547740.10464","Yes","The information given by the expert was compelling. I believe that the defendant fired the gun.","Yes","50","99","About 99 chances in 100","9 Extremely strong","innocent,1,100","9mm","99"
"173","Man","46 - 55","$70,000 - $79,999","No","Moderately Uncomfortable",2,"1706547988.06694",13.8644591206685,"1706547670.95856","NoMatch","4 year degree","Democratic","Very Liberal","Yes","AZ","No","N/A",3,"1706548161.37954","No"," it can be inferred that there is circumstantial evidence linking Richard Cole to the crime, such as the 9mm bullet found at the crime scene and the 9mm handgun found in his car. However, the store clerk was unable to positively identify the robber, which introduces reasonable doubt. ","No","20","76","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","innocent,20,60","9mm","80"
"174","Man","36 - 45","$70,000 - $79,999","No","Moderately Comfortable",2,"1706549268.51451",64.745053765364,"1706549244.44254","NoMatch","Some college","Democratic","Very Liberal","No","TN","No","N/A",3,"1706549291.03584","No","He didn't fire that gun ","No","50","2","About 1 chance in 100","1 Not at all strong","guilty,1,100","9mm","1"
"175","Woman","46 - 55","$90,000 - $99,999","Yes","Extremely Comfortable",2,"1706549812.96753",65.4586073942482,"1706549791.49855","NoMatch","2 year degree","Republican","Somewhat Conservative","Yes","FL","No","N/A",3,"1706549829.98724","No","I think that he is innocent.  Or at least I would say that i cannot convict him on what I have heard","No","20","25","About 1 chance in 10","1 Not at all strong","innocent,1,10","9mm","10"
"176","Woman","56 - 65","$30,000 - $39,999","No","Moderately Uncomfortable",2,"1706549997.46588",60.6716959970072,"1706549971.36328","NoMatch","Professional degree","No consistent preference","Somewhat Conservative","No","IL","No","N/A",3,"1706550020.23421","No","He has no established connection to the crime. ","No","50","7","About 1 chance in 10,000","3","innocent,95,100","9mm","10"
"177","Man","18 - 25","$100,000 - $149,999","No","Moderately Uncomfortable",2,"1706549999.29602",99.1969334427267,"1706549956.66175","Match","4 year degree","Democratic","Somewhat Liberal","No","AL","No","N/A",3,"1706550027.86136","Yes","I think the defendant is guilty of the crime. The experience of the firearms analyst is too much to overlook. And the precision of the analysis is so overwhelming. I cannot help but ascribe the crime to the defendant","Yes","45","86","About 9 chances in 10","8","guilty,90,100","9mm","90"
"178","Woman","46 - 55","More than $150,000","Yes","Moderately Comfortable",2,"1706552476.08908",62.8872515168041,"1706552452.86567","NoMatch","Professional degree","Democratic","Somewhat Liberal","No","AR","No","N/A",3,"1706552495.38773","No","that he did not use the weapon seized to shoot into the ceiling of the store","No","50","2","About 1 chance in 1,000","4","innocent,98,100","9mm","1"
"179","Woman","46 - 55","$30,000 - $39,999","No","Moderately Comfortable",2,"1706553069.86458",84.3344676308334,"1706553036.26025","Match","Some college","No consistent preference","Middle of the Road","Yes","TX","No","N/A",3,"1706553105.52916","Yes","I think the defendant was lying and is guilty.","Yes","50","89","About 9,999 chances in 10,000","8","guilty,99,100","9mm","90"
"180","Man","46 - 55","More than $150,000","No","Slightly Uncomfortable",2,"1706553075.74594",45.3546844422817,"1706553051.20691","NoMatch","Some college","Democratic","Very Liberal","No","NJ","No","N/A",3,"1706553096.32743","No","I think he is innocent, as no witness could identify him, and his gun apparently did not fire the bullet.","No","40","7","About 1 chance in 100","2","guilty,5,100","9mm","5"
"181","Woman","18 - 25","$40,000 - $49,999","Yes","Slightly Comfortable",2,"1706554398.67776",17.4110643565655,"1706554353.06707","Match","High school graduate","No consistent preference","Middle of the Road","No","AL","No","N/A",3,"1706554420.5691","Yes","I think he is very smart.","Yes","50","100","Certain to be guilty","9 Extremely strong","guilty,100,100","9mm","100"
"182","Woman","36 - 45","$80,000 - $89,999","No","Moderately Uncomfortable",2,"1706554472.49142",33.2831600913778,"1706554370.20024","NoMatch","4 year degree","No consistent preference","Somewhat Liberal","No","MA","No","N/A",3,"1706554508.54104","No","The defendant was caught speeding and was caught with a gun which seems very suspicious, but the examiner has determined that the bullet/gun was not the same as what was found at the store.","No","15","41","About 1 chance in 10","5 Moderately strong","guilty,1,20","9mm","20"
"183","Other/non-binary","36 - 45","$10,000 - $19,999","No","Moderately Comfortable",2,"1706555666.69421",25.4660897189751,"1706555615.60984","NoMatch","2 year degree","Democratic","Very Liberal","Yes","CA","No","N/A",3,"1706555698.17832","No","He didn't do it","No","50","0","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","0"
"184","Woman","Over 65","$60,000 - $69,999","No","Slightly Uncomfortable",2,"1706555811.66118",92.3529090126976,"1706555762.67557","Match","4 year degree","Democratic","Somewhat Liberal","No","CA","Yes","No",3,"1706555849.0111","No","He may be guilty but I am not confinced.","No","30","59","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","guilty,6,10","9mm","55"
"185","Woman","56 - 65","$30,000 - $39,999","No","Extremely Comfortable",2,"1706557077.16852",5.68642041180283,"1706556890.76054","NoMatch","Some college","Republican","Somewhat Conservative","No","AR","No","N/A",3,"1706557105.54475","No","Given the low margin of error, or falso negatives, his firearm, not necessarily him, did not fire the weapon that lodged the 9mm in the ceiling.","No","50","36","About 1 chance in 100","1 Not at all strong","guilty,2,100","9mm","21"
"186","Man","46 - 55","$90,000 - $99,999","Yes","Moderately Comfortable",2,"1706557378.59187",57.4845086783171,"1706557321.25251","NoMatch","2 year degree","Republican","Somewhat Conservative","Yes","MO","No","N/A",3,"1706557420.79991","No","Not guilty","No","50","7","About 1 chance in 10,000","2","innocent,99,100","9mm","3"
"187","Man","Over 65","$50,000 - $59,999","Yes","Extremely Comfortable",2,"1706558967.99827",92.8323613014072,"1706558935.5801","Match","High school graduate","No consistent preference","Middle of the Road","Yes","NC","No","N/A",3,"1706558998.27551","Yes","The defendant is probably a novice robber since he was easily startled by the alarm and ran out of the building without the money. Also it was a mistake to travel with the gun in his car. Had he not done that, he may have never been caught; hense my opinion that the defender was inexperienced in robbery.","Yes","50","99","About 99 chances in 100","9 Extremely strong","guilty,98,100","9mm","98"
"188","Woman","26 - 35","$90,000 - $99,999","No","Moderately Comfortable",2,"1706558985.07113",43.6485961079597,"1706558959.04107","Match","4 year degree","Democratic","Somewhat Liberal","No","CA","Yes","No",3,"1706558998.84802","No","there is a high chance that Richard owns the gun but it is unclear that he himself was the one who fired the gun.","No","24","60","About 9 chances in 10","7","innocent,40,100","9mm","60"
"189","Man","36 - 45","$10,000 - $19,999","No","Slightly Uncomfortable",2,"1706559098.21726",70.6540965009481,"1706558967.08712","NoMatch","Professional degree","Democratic","Very Liberal","No","NM","No","N/A",3,"1706559123.75162","No","There isn't much information to go on and form an opinion: at most, I might say that given the fact that he was pulled over for speeding with a gun in his car, I might consider him a particularly reckless individual I'd rather avoid.","No","30","41","1 chance in 2 (fifty-fifty chance)","1 Not at all strong","innocent,40,100","9mm","40"
"190","Woman","46 - 55","$20,000 - $29,999","Yes","Slightly Comfortable",2,"1706559256.97979",19.2144301719964,"1706558819.027","Match","4 year degree","No consistent preference","Somewhat Conservative","No","TN","No","N/A",3,"1706559280.54134","No","nothing","Yes","0","80","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","innocent,3,10","9mm","70"
"191","Woman","56 - 65","$80,000 - $89,999","Yes","Moderately Comfortable",2,"1706563317.26019",26.0059929452837,"1706563256.2658","NoMatch","Professional degree","Democratic","Middle of the Road","No","NE","Yes","Yes",4,"1706563372.97249","No","I think he was falsely accused.","No","50","10","About 1 chance in 10","1 Not at all strong","innocent,80,100","9mm","20"
"192","Woman","56 - 65","$30,000 - $39,999","Yes","Slightly Comfortable",2,"1706563369.4448",79.2276227846742,"1706563337.52097","Match","High school graduate","Republican","Somewhat Conservative","Yes","NV","No","N/A",3,"1706563410.11286","Yes","That he is guilty","Yes","50","92","About 9 chances in 10","9 Extremely strong","guilty,98,100","9mm","98"
"193","Woman","46 - 55","$60,000 - $69,999","No","Extremely Uncomfortable",2,"1706563448.77361",7.05825265031308,"1706563432.45942","NoMatch","4 year degree","Democratic","Somewhat Liberal","No","NJ","Yes","Yes",3,"1706563470.00862","No","The evidence is not strong enough to convict ","No","40","50","About 1 chance in 100","4","guilty,1,1000","9mm","50"
"194","Woman","36 - 45","More than $150,000","No","Moderately Uncomfortable",2,"1706563580.50258",60.7426199363545,"1706563561.71044","NoMatch","Professional degree","Democratic","Somewhat Liberal","No","VT","No","N/A",3,"1706563598.10615","No","nothing was really specific to the defendant, other than his gun was the same caliber.","No","50","0","Impossible that he is guilty","1 Not at all strong","innocent,100,101","9mm","0"
"195","Man","26 - 35","$30,000 - $39,999","No","Slightly Comfortable",2,"1706563582.53808",69.0069664269686,"1706563559.92913","NoMatch","Some college","Democratic","Middle of the Road","No","CA","No","N/A",3,"1706563597.95444","No","He was charged for coincidentally haveing the same caliber weapon.","No","50","0","About 1 chance in 10,000","1 Not at all strong","innocent,99,100","9mm","0"
"196","Woman","46 - 55","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706563744.58656",85.5182214872912,"1706563580.63561","Match","2 year degree","Democratic","Somewhat Liberal","No","NY","No","N/A",3,"1706563770.58189","Yes","Based on this evidence, I think that the 9mm bullet into the convenience store ceiling from the same gun that was collected by the police from the defendant's vehicle. Although they didn't actually prove that he fired it. It could have been someone else. However, that was not suggested by the defense.","Yes","25","85","About 9 chances in 10","7","guilty,8,10","9mm","80"
"197","Woman","56 - 65","$50,000 - $59,999","No","Moderately Uncomfortable",3,"1706563852.89968",51.5568624250591,"1706563669.82741","NoMatch","High school graduate","Republican","Somewhat Conservative","Yes","LA","Yes","N/A",4,"1706563905.84348","Yes","guilty.","Yes","50","100","About 1 chance in 100","9 Extremely strong","innocent,1,100","9mm","100"
"198","Man","26 - 35","$90,000 - $99,999","Yes","Moderately Comfortable",2,"1706565426.6776",21.9096353510395,"1706565340.1457","NoMatch","High school graduate","No consistent preference","Somewhat Conservative","No","OH","No","N/A",3,"1706565477.02931","No","The information doesn't indicate that the defendant is guilty at all. According to the firearm examiner testimony that has reviewed 1000's of firearms casings. He also indicates that the defenants firearm isn't the same firearm that fired the bullet. The defendant was brought in under a false pretense to begin with. He is a registered firearm owner that happens to have the same fire that fires 9mm bullets. But firearms that use 9mm bullets are the most common firearms across America. I'm not understanding how the police officer singled the defendant out as a suspect to begin with since there was no description of the suspect or was even allowed to confiscate the weapon because of a speeding traffic stop.","No","50","0","Impossible that he is guilty","1 Not at all strong","innocent,100,100","9mm","0"
"199","Woman","36 - 45","$90,000 - $99,999","No","Moderately Uncomfortable",2,"1706565747.16725",60.4997841175646,"1706565719.21137","NoMatch","4 year degree","Democratic","Very Liberal","No","CA","No","N/A",3,"1706565767.46795","No","I think they are innocent.","No","50","9","About 1 chance in 1,000","1 Not at all strong","innocent,90,100","9mm","4"
"200","Woman","Over 65","$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",2,"1706565794.82189",38.3811431005597,"1706565736.38795","Match","Professional degree","Republican","Somewhat Conservative","No","MI","No","N/A",3,"1706565818.83323","No","I think he messed up, but considering no one was hurt and he didn't take any money I don't think it constitutes a felony.","No","50","50","1 chance in 2 (fifty-fifty chance)","3","innocent,30,100","9mm","50"
"201","Woman","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706567785.08689",65.4449222842231,"1706567751.21948","Match","Professional degree","Democratic","Very Liberal","No","ME","Yes","Yes",3,"1706567806.93333","Yes","Not someone who’s thinking clearly. Didn’t plan for an alarm and was speeding soon after the robbery.","Yes","50","99","About 1 chance in 100","9 Extremely strong","innocent,2,100","9mm","98"
"202","Woman","36 - 45","$100,000 - $149,999","Yes","Slightly Comfortable",2,"1706567837.49833",0.337172788567841,"1706567776.40975","Match","Professional degree","Democratic","Very Liberal","No","PA","No","N/A",3,"1706567859.67707","No","I think they got pulled over for speeding and own a gun that was used in an attempted robbery.","No","25","50","1 chance in 2 (fifty-fifty chance)","2","innocent,1,2","9mm","50"
"203","Woman","Over 65","$10,000 - $19,999","No","Moderately Uncomfortable",2,"1706568736.05265",12.9746403312311,"1706568698.64187","Match","4 year degree","Democratic","Somewhat Liberal","No","KY","Yes","Yes",3,"1706568757.92827","No","He may be guilty but without other evidence, like an eye witness who saw him fire the gun, I could not convict.","Yes","25","83","About 99 chances in 100","8","guilty,90,100","9mm","90"
"204","Man","26 - 35","$10,000 - $19,999","No","Slightly Uncomfortable",2,"1706569947.65849",6.61524378228933,"1706569924.12792","NoMatch","High school graduate","Democratic","Very Liberal","No","FL","No","N/A",3,"1706569968.31786","No","I think they were unlucky to have owned the same gun as used in the shooting, and I am curious as to what other details about them led the police to associate them with the crime, other than the gun.","No","50","1","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","2"
"205","Man","46 - 55","$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",2,"1706570107.53887",66.0338755929843,"1706570027.70713","Match","Some college","Democratic","Somewhat Liberal","No","CA","No","N/A",3,"1706570139.11561","No","He was driving in a car with the gun that committed the attempted robbery.","Yes","20","75","1 chance in 2 (fifty-fifty chance)","4","guilty,1,3","9mm","50"
"206","Man","36 - 45","$70,000 - $79,999","No","Extremely Uncomfortable",2,"1706570307.71223",92.3158505000174,"1706570246.22418","Match","Doctorate","No consistent preference","Very Liberal","No","OR","No","N/A",3,"1706570344.39637","No","I did not read any information about the defendant.  It was mostly about the bullets.","No","50","54","1 chance in 2 (fifty-fifty chance)","3","innocent,1,2","9mm","60"
"207","Man","26 - 35","$40,000 - $49,999","No","Slightly Uncomfortable",2,"1706574388.6775",36.6296174703166,"1706574314.89022","Match","Doctorate","Democratic","Somewhat Liberal","No","AR","No","N/A",4,"1706574420.24152","No","I think there’s a possibility the defendant did it. I did not hear anything about his alibi at the time or if someone has access to his gun","Yes","36","89","About 9 chances in 10","7","innocent,1,10","9mm","82"
"208","Woman","56 - 65","$20,000 - $29,999","No","Moderately Comfortable",2,"1706574845.77214",69.6854013716802,"1706574743.01316","Match","Some college","No consistent preference","Middle of the Road","Yes","TX","No","N/A",3,"1706574870.06515","No","I think it's likely that he did fire his gun in that store because of the bullet comparison, but the bar was set at 100% no doubt of guilt when in fact there is a 1.5% to 1.9% doubt in the margin of error that the witness testified to.","Yes","10","99","1 chance in 2 (fifty-fifty chance)","8","guilty,1,3","9mm","99"
"209","Man","18 - 25","$100,000 - $149,999","No","Slightly Uncomfortable",2,"1706575152.45038",83.850281056948,"1706575114.68558","Match","4 year degree","Democratic","Very Liberal","Yes","MI","No","N/A",3,"1706575178.20863","Yes","He is probably a criminal ","Yes","50","80","About 9 chances in 10","7","guilty,8.5,10","9mm","75"
"210","Man","56 - 65","$20,000 - $29,999","Yes","Moderately Comfortable",2,"1706575364.74688",80.8829745510593,"1706575264.45875","NoMatch","High school graduate","Republican","Somewhat Conservative","Yes","AL","No","N/A",3,"1706575392.22022","No","He was in a bad set of circumstances. He was pulled over and he happened to have a firearm the same caliber as the one used in the crime. However, thousands of other people own firearms of this same caliber. Arresting someone based on that was unwarrented and he should never have been proscecuted.","No","50","0","About 1 chance in 10,000","1 Not at all strong","innocent,99,100","9mm","0"
"211","Woman","36 - 45","$50,000 - $59,999","No","Moderately Uncomfortable",2,"1706576268.5787",28.0963322380558,"1706576197.61697","NoMatch","4 year degree","Democratic","Very Liberal","Yes","AZ","No","N/A",3,"1706576295.17426","No","That he was wrongfully arrested","No","50","5","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","4"
"212","Man","56 - 65","More than $150,000","No","Slightly Comfortable",2,"1706577532.56233",59.5787031110376,"1706577501.60609","Match","Doctorate","Democratic","Very Liberal","No","CA","Yes","Yes",4,"1706577553.29939","Yes","He has committed a crime. It might not have been well thought-out or well researched, but he has committed a crime nonetheless.","Yes","50","100","Certain to be guilty","9 Extremely strong","guilty,100,100","9mm","100"
"213","Woman","56 - 65","$100,000 - $149,999","No","Moderately Comfortable",2,"1706577642.80844",31.5635233651847,"1706577545.37789","NoMatch","Some college","Republican","Somewhat Conservative","Yes","MI","Yes","Yes",3,"1706577676.75308","No","Not sure.  I’m confused by the bullets not matching.  I need more information.","No","0","50","1 chance in 2 (fifty-fifty chance)","4","guilty,1,2","9mm","50"
"214","Man","46 - 55","$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",2,"1706577830.35858",65.3284585569054,"1706577653.41102","NoMatch","4 year degree","No consistent preference","Somewhat Liberal","Yes","OR","No","N/A",3,"1706577867.21837","No","I think the defendant is innocent and is not the individual who fired the shot into the ceiling ","No","50","4","About 1 chance in 10,000","1 Not at all strong","innocent,97,100","9mm","3"
"215","Woman","36 - 45","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706581153.17943",49.784834869206,"1706581050.02619","NoMatch","Professional degree","Democratic","Somewhat Liberal","No","NY","No","N/A",3,"1706581189.51208","No","I think the defendant had a similar firearm to the one used in the crime and was wrongfully accused of the crime.","No","50","6","About 1 chance in 100","2","guilty,3,100","9mm","3"
"216","Man","36 - 45","$50,000 - $59,999","Yes","Moderately Comfortable",2,"1706581174.95066",57.1159619605169,"1706581103.06246","NoMatch","Some college","Republican","Somewhat Conservative","No","WI","No","N/A",3,"1706581203.86352","No","That there is not enough sufficient evidence to support a guilty verdict","No","50","1","About 1 chance in 100","2","innocent,97,100","9mm","1"
"217","Woman","36 - 45","$90,000 - $99,999","No","Slightly Comfortable",2,"1706625532.46738",37.3465807642788,"1706625492.79936","Match","4 year degree","No consistent preference","Somewhat Conservative","Yes","MA","No","N/A",3,"1706625552.79719","Yes","I think the defendant wanted to rob the business because it is likely that it was his gun that was fired. ","Yes","40","98","About 99 chances in 100","8","guilty,99,100","9mm","98"
"218","Man","56 - 65","$30,000 - $39,999","No","Slightly Comfortable",2,"1706626067.60473",68.8542042393237,"1706626036.48302","NoMatch","2 year degree","Democratic","Somewhat Liberal","No","PA","No","N/A",3,"1706626102.04741","No","I don't think he did it and the police that arrested him without any evidence should be fired","No","50","1","About 1 chance in 1,000","1 Not at all strong","innocent,99,100","9mm","0"
