"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"264",273,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658517657.78118,12,"Yes","Yes","NoMatch","Corrected",193
"265",274,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658517845.5533,7,"Yes","No","Match","Corrected",88
"266",275,"No","3.0","3.0",20,20,"9mm","Moderately credible","Extremely credible","Weakly unreliable","Neither reliable nor unreliable","Neither reliable nor unreliable","Weakly scientific","Weakly scientific","Weakly scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658519018.31259,11,"Yes","Yes","Inconclusive","Corrected",272
"267",276,"No","6.0","7.0",65,70,"9mm","Moderately noncredible","Weakly credible","Weakly reliable","Neither reliable nor unreliable","Weakly reliable","Moderately scientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","5 <br/> I understood everything","Frequently","Moderately reliable","Moderately reliable","Moderately scientific","No","Erroneously convicting an innocent person",1658520478.07425,8,"Yes","No","Inconclusive","Corrected",141
"268",277,"No","5 <br/> Moderately strong","7.0",50,70,"9mm","Neither credible nor noncredible","Neither credible nor noncredible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Moderately scientific","Moderately scientific","4.0","2.0","Frequently","Weakly reliable","Moderately reliable","Moderately scientific","No","The errors are equally bad",1658522419.38802,7,"Yes","No","Match","Corrected",406
"269",278,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658632179.48252,9,"Yes","No","NoMatch","Corrected",549
"270",279,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,20,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658155183.58159,2,"No","No","Inconclusive","Uncorrected",19
"271",280,"No","2.0","2.0",10,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658155693.18471,3,"No","No","NoMatch","Uncorrected",242
"272",281,"No","8.0","8.0",90,90,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658155972.19278,1,"No","No","Match","Uncorrected",79
"273",282,"No","4.0","4.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156227.01693,5,"No","Yes","Inconclusive","Uncorrected",224
"274",283,"Yes","7.0","9 <br/> Extremely strong",96,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156268.37832,1,"No","No","Match","Uncorrected",533
"275",284,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",9,8,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658156355.00133,5,"No","Yes","Inconclusive","Uncorrected",319
"276",285,"No","5 <br/> Moderately strong","7.0",80,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658156404.08533,4,"No","Yes","Match","Uncorrected",450
"277",286,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156451.29346,2,"No","No","Inconclusive","Uncorrected",360
"278",287,"Yes","5 <br/> Moderately strong","8.0",96,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658156817.55376,1,"No","No","Match","Uncorrected",289
"279",288,"No","2.0","1 <br/> Not at all strong",20,23,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658157135.161,2,"No","No","Inconclusive","Uncorrected",560
"280",289,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658254109.69383,5,"No","Yes","Inconclusive","Uncorrected",370
"281",290,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658255070.64649,5,"No","Yes","Inconclusive","Uncorrected",183
"282",291,"Yes","8.0","7.0",90,95,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely unscientific","Yes","The errors are equally bad",1658255465.64079,1,"No","No","Match","Uncorrected",57
"283",292,"No","3.0","2.0",10,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658255790.45775,3,"No","No","NoMatch","Uncorrected",40
"284",293,"No","4.0","4.0",30,30,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658255859.9189,5,"No","Yes","Inconclusive","Uncorrected",146
"285",294,"Yes","6.0","8.0",70,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658256240.68777,1,"No","No","Match","Uncorrected",362
"286",295,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658256463.91563,5,"No","Yes","Inconclusive","Uncorrected",114
"287",296,"No","7.0","7.0",97,97,"9mm","Weakly credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658258561.2568,1,"No","No","Match","Uncorrected",102
"288",297,"No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658258908.31399,2,"No","No","Inconclusive","Uncorrected",493
"289",298,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",88,88,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658259545.40457,4,"No","Yes","Match","Uncorrected",230
"290",299,"No","6.0","1 <br/> Not at all strong",30,10,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259570.14095,2,"No","No","Inconclusive","Uncorrected",128
"291",300,"No","3.0","1 <br/> Not at all strong",20,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Never","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658259687.90003,3,"No","No","NoMatch","Uncorrected",83
"292",301,"No","4.0","2.0",50,39,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658259781.45023,2,"No","No","Inconclusive","Uncorrected",459
"293",302,"Yes","8.0","9 <br/> Extremely strong",90,94,"9mm","Extremely noncredible",NA,NA,"Extremely unreliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","No","Erroneously convicting an innocent person",1658260212.08045,1,"No","No","Match","Uncorrected",33
"294",303,"No","3.0","3.0",50,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658260635.87206,2,"No","No","Inconclusive","Uncorrected",49
"295",304,"Yes","8.0","8.0",80,50,"9mm","Neither credible nor noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658260643.60763,1,"No","No","Match","Uncorrected",283
"296",305,"No","4.0","2.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Yes","The errors are equally bad",1658260894.54705,2,"No","No","Inconclusive","Uncorrected",198
"297",306,"No","6.0","8.0",85,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658261772.5636,1,"No","No","Match","Uncorrected",270
"298",307,"No","3.0","1 <br/> Not at all strong",10,7,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658261824.69442,3,"No","No","NoMatch","Uncorrected",442
"299",308,"No","3.0","8.0",60,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658261978.36277,4,"No","Yes","Match","Uncorrected",235
"300",309,"Yes","8.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658262085.4396,1,"No","No","Match","Uncorrected",546
"301",310,"No","7.0","7.0",75,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658262396.68955,1,"No","No","Match","Uncorrected",226
"302",311,"Yes","8.0","9 <br/> Extremely strong",93,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658262422.70107,1,"No","No","Match","Uncorrected",172
"303",312,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658263779.28263,6,"No","Yes","NoMatch","Uncorrected",516
"304",313,"No","3.0","3.0",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"No","Yes","NoMatch","Uncorrected",192
"305",314,"No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658264228.96701,6,"No","Yes","NoMatch","Uncorrected",192
"306",315,"No","1 <br/> Not at all strong","2.0",15,30,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264464.21936,5,"No","Yes","Inconclusive","Uncorrected",332
"307",316,"No","3.0","2.0",30,14,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658264503.75167,3,"No","No","NoMatch","Uncorrected",547
"308",317,"Yes","8.0","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264620.23801,4,"No","Yes","Match","Uncorrected",481
"309",318,"No","4.0","3.0",19,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264746.35245,2,"No","No","Inconclusive","Uncorrected",371
"310",319,"Yes","6.0","7.0",90,96,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658264780.25125,1,"No","No","Match","Uncorrected",505
"311",320,"No","4.0","4.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264837.51499,5,"No","Yes","Inconclusive","Uncorrected",245
"312",321,"No","5 <br/> Moderately strong","8.0",98,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658264925.01087,1,"No","No","Match","Uncorrected",294
"313",322,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,3,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658265465.67944,3,"No","No","NoMatch","Uncorrected",594
"314",323,"No","2.0","9 <br/> Extremely strong",39,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658265718.5803,4,"No","Yes","Match","Uncorrected",260
"315",324,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",4,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658265978.90301,3,"No","No","NoMatch","Uncorrected",131
"316",325,"Yes","8.0","8.0",96,95,"9mm","Neither credible nor noncredible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266065.60807,1,"No","No","Match","Uncorrected",17
"317",326,"No","1 <br/> Not at all strong","3.0",25,7,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658266552.18657,4,"No","Yes","Match","Uncorrected",264
"318",327,"Yes","6.0","7.0",80,81,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266591.64038,2,"No","No","Inconclusive","Uncorrected",324
"319",328,"No","3.0","1 <br/> Not at all strong",4,4,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658266802.5815,3,"No","No","NoMatch","Uncorrected",265
"320",329,"No","4.0","4.0",45,45,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267056.95517,5,"No","Yes","Inconclusive","Uncorrected",217
"321",330,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658267242.48961,6,"No","Yes","NoMatch","Uncorrected",182
"322",331,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658267527.60231,6,"No","Yes","NoMatch","Uncorrected",11
"323",332,"No","4.0","8.0",90,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658267572.93933,4,"No","Yes","Match","Uncorrected",162
"324",333,"No","2.0","2.0",10,9,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658270201.28872,3,"No","No","NoMatch","Uncorrected",171
"325",334,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658321686.28825,5,"No","Yes","Inconclusive","Uncorrected",301
"326",335,"No","2.0","1 <br/> Not at all strong",10,9,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658321796.19075,2,"No","No","Inconclusive","Uncorrected",478
"327",336,"Yes","3.0","8.0",80,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658321944.82678,4,"No","Yes","Match","Uncorrected",208
"328",337,"No","7.0","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322189.78535,6,"No","Yes","NoMatch","Uncorrected",335
"329",338,"No","5 <br/> Moderately strong","4.0",85,85,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658322314.55504,4,"No","Yes","Match","Uncorrected",109
"330",339,"No","5 <br/> Moderately strong","2.0",39,24,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322912.20153,6,"No","Yes","NoMatch","Uncorrected",175
"331",340,"No","3.0","5 <br/> Moderately strong",60,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658322913.88646,5,"No","Yes","Inconclusive","Uncorrected",295
"332",341,"No","3.0","3.0",50,70,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323072.41903,4,"No","Yes","Match","Uncorrected",490
"333",342,"No","4.0","8.0",55,90,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323085.34204,1,"No","No","Match","Uncorrected",148
"334",343,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,30,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Weakly unscientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323166.02464,4,"No","Yes","Match","Uncorrected",209
"335",344,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658323805.77884,6,"No","Yes","NoMatch","Uncorrected",391
"336",345,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658323908.39962,4,"No","Yes","Match","Uncorrected",469
"337",346,"No","2.0","2.0",5,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323935.36258,6,"No","Yes","NoMatch","Uncorrected",555
"338",347,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658324324.9505,3,"No","No","NoMatch","Uncorrected",247
"339",348,"No","3.0","2.0",25,12,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325149.95095,6,"No","Yes","NoMatch","Uncorrected",375
"340",349,"No","3.0","2.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately unreliable","Moderately reliable","Weakly unscientific","No","Erroneously convicting an innocent person",1658325179.73618,4,"No","Yes","Match","Uncorrected",590
"341",350,"No","3.0","2.0",15,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658325262.73147,2,"No","No","Inconclusive","Uncorrected",399
"342",351,"Yes","8.0","8.0",99,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658325439.62115,4,"No","Yes","Match","Uncorrected",142
"343",352,"No","4.0","4.0",46,41,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325519.44264,6,"No","Yes","NoMatch","Uncorrected",150
"344",353,"No","2.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325578.53854,3,"No","No","NoMatch","Uncorrected",415
"345",354,"No","2.0","1 <br/> Not at all strong",51,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325752.50109,5,"No","Yes","Inconclusive","Uncorrected",345
"346",355,"Yes","7.0","9 <br/> Extremely strong",98,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658326150.52549,4,"No","Yes","Match","Uncorrected",542
"347",356,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326439.29041,6,"No","Yes","NoMatch","Uncorrected",201
